2023-12-08 08:47:47 | INFO | model_worker | args: Namespace(host='localhost', port=21002, worker_address='http://localhost:21002', controller_address='http://localhost:21001', model_path='/new_data/models/agentlm-7b', revision='main', device='cuda', gpus=None, num_gpus=2, max_gpu_memory='23GiB', dtype=None, load_8bit=False, cpu_offloading=False, gptq_ckpt=None, gptq_wbits=16, gptq_groupsize=-1, gptq_act_order=False, awq_ckpt=None, awq_wbits=16, awq_groupsize=-1, enable_exllama=False, exllama_max_seq_len=4096, exllama_gpu_split=None, model_names=None, conv_template=None, embed_in_truncate=False, limit_worker_concurrency=5, stream_interval=2, no_register=False, seed=None)
2023-12-08 08:47:47 | INFO | model_worker | Loading the model ['agentlm-7b'] on worker a8fe9c48 ...
2023-12-08 08:47:48 | ERROR | stderr | Loading checkpoint shards:   0%|                                                                           | 0/2 [00:00<?, ?it/s]
2023-12-08 08:48:26 | ERROR | stderr | Loading checkpoint shards:  50%|█████████████████████████████████▌                                 | 1/2 [00:38<00:38, 38.49s/it]
2023-12-08 08:48:40 | ERROR | stderr | Loading checkpoint shards: 100%|███████████████████████████████████████████████████████████████████| 2/2 [00:51<00:00, 23.77s/it]
2023-12-08 08:48:40 | ERROR | stderr | Loading checkpoint shards: 100%|███████████████████████████████████████████████████████████████████| 2/2 [00:51<00:00, 25.98s/it]
2023-12-08 08:48:40 | ERROR | stderr | 
2023-12-08 08:48:40 | INFO | model_worker | Register to controller
2023-12-08 08:48:40 | ERROR | stderr | [32mINFO[0m:     Started server process [[36m410577[0m]
2023-12-08 08:48:40 | ERROR | stderr | [32mINFO[0m:     Waiting for application startup.
2023-12-08 08:48:40 | ERROR | stderr | [32mINFO[0m:     Application startup complete.
2023-12-08 08:48:40 | ERROR | stderr | [32mINFO[0m:     Uvicorn running on [1mhttp://localhost:21002[0m (Press CTRL+C to quit)
2023-12-08 08:49:25 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:50:10 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:50:55 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:51:40 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:52:25 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:53:10 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:53:55 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:54:40 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:55:25 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:56:10 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:56:55 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:57:41 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:58:26 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:59:11 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 08:59:56 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:00:41 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:01:26 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:02:11 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:02:56 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:03:41 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:04:26 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:05:11 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:05:56 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:06:41 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:07:26 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:08:11 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:08:56 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
2023-12-08 09:09:41 | INFO | model_worker | Send heart beat. Models: ['agentlm-7b']. Semaphore: None. call_ct: 0. worker_id: a8fe9c48. 
